uniprot_acc	content_fraction	content_count	length	start	end
Q9UQN3	0.066	14	213	200	213
D5AUZ7	0.078	19	244	198	216
G1T3L2	0.078	17	218	200	216
Q60136	0.024	19	802	200	218
Q9LMA8	0.075	19	253	200	218
A8QW55	0.014	5	348	201	205
Q7YT37	0.126	34	269	201	223
Q8DVW4	0.039	8	205	198	205
O75489	0.114	30	264	201	205
Q15797	0.082	38	465	201	217
Q8NG31	0.015	34	2342	201	216
P36118	0.106	34	322	201	217
P23709	0.218	58	266	50	54
Q8N149	0.068	33	483	132	136
Q9Y3E7	0.099	22	222	201	222
G0S236	0.092	25	273	201	225
Q96QT6	0.038	38	1004	200	237
P9WGI1	0.106	56	528	202	226
P18827	0.055	17	310	202	210
Q15544	0.161	34	211	113	127
Q5SHS3	0.066	14	211	198	211
Q2HR73	0.016	15	911	202	216
A0A0F5I5V4	0.035	28	807	196	223
Q92837	0.093	26	279	198	223
A0A0J9X205	0.099	22	223	202	223
A4ZNG7	0.038	8	213	203	210
P08709	0.073	34	466	107	115
Q93015	0.049	14	286	203	208
Q2RI41	0.046	18	395	200	217
C1DK98	0.045	10	223	202	211
O88574	0.036	8	220	203	210
P50552	0.079	30	380	202	214
Q8IWE5	0.01	10	1019	203	212
Q8W5Z4	0.07	26	373	203	228
P06875	0.051	43	846	193	235
Q80V24	0.174	50	287	203	252
P69801	0.173	46	266	203	248
Q7W2Q0	0.053	11	209	198	208
Q9X2V5	0.076	16	211	192	207
P03230	0.018	7	386	204	210
P13198	0.018	7	386	204	210
P04070	0.078	36	461	50	55
Q14849	0.027	12	445	204	215
P22415	0.116	36	310	203	225
P22770	0.032	16	502	204	219
A0A452CSQ2	0.026	6	228	205	210
P03541	0.014	8	561	205	212
Q91B91	0.014	8	558	205	212
A8D6S6	0.038	8	212	205	212
Q2F4V2	0.018	10	565	205	214
P78789	0.128	38	298	205	237
O34142	0.026	21	816	202	222
Q8KAY1	0.082	19	231	205	223
Q02297	0.069	44	640	180	202
Q6CRK7	0.097	23	237	203	225
Q8BR65	0.073	24	328	205	228
O36972	0.126	30	239	205	234
P40688	0.148	81	548	205	275
Q13123	0.083	46	557	206	223
Q9BZB8	0.014	8	566	206	213
P42867	0.02	8	410	206	213
P25490	0.039	16	414	206	214
Q96EY5	0.073	20	273	206	225
Q01477	0.027	25	912	206	230
E0WXJ2	0.011	36	3391	206	241
P14340	0.011	36	3391	206	241
A0A7D0JW86	0.043	33	776	206	238
O11875	0.009	32	3391	206	237
P82278	0.058	12	208	197	208
Q9UQC2	0.059	40	676	207	212
Q8CDD8	0.019	8	419	207	214
O15105	0.035	15	426	203	217
Q05329	0.022	13	585	207	219
Q28735	0.059	13	219	207	219
Q03654	0.108	64	590	176	180
Q61496	0.009	6	702	208	213
C4QXP2	0.032	7	217	208	214
Q8XAN6	0.037	8	215	208	215
P53805	0.036	9	252	208	216
P62826	0.231	50	216	33	40
P38859	0.009	14	1522	207	220
Q9H410	0.27	96	356	203	238
P36121	0.16	45	282	79	93
Q12159	0.075	17	226	208	224
Q9H444	0.08	18	224	207	224
G4SZ64	0.012	5	414	209	213
Q9KVD5	0.028	6	213	208	213
A0A4X1SHL3	0.031	7	228	208	214
Q6N1S2	0.037	8	217	209	216
P01732	0.038	9	235	209	217
Q9UBU7	0.065	44	674	210	214
P53262	0.204	54	265	210	263
P24276	0.004	5	1250	210	214
Q6P503	0.04	10	247	207	216
P39942	0.028	7	247	210	216
A0A3Q8IIL6	0.05	11	220	209	219
P02760	0.031	11	352	210	220
Q9BY43	0.059	13	222	210	222
Q9QWF0	0.03	27	911	210	236
Q9UPY8	0.174	49	281	210	240
P38304	0.09	20	223	193	212
P15888	0.055	12	217	206	217
G0S5V2	0.018	11	628	207	217
D5KM69	0.067	15	224	203	217
P38489	0.055	12	217	206	217
Q01234	0.055	12	217	206	217
Q7MCD2	0.032	7	217	211	217
Q7Z6K5	0.053	12	226	211	222
Q9Y6K9	0.437	183	419	49	109
G0SFN3	0.141	44	313	211	254
Q8E565	0.061	13	212	200	212
P46072	0.041	9	218	210	218
P62917	0.047	12	257	212	223
P11350	0.067	15	225	211	225
E7EVC7	0.03	19	624	212	230
P05411	0.178	51	287	212	262
P16035	0.041	9	220	210	218
Q99AU3	0.052	12	230	210	221
Q6CJ70	0.019	17	907	213	222
Q2RMD6	0.016	19	1171	205	223
B6SRI3	0.053	12	225	213	224
P16284	0.023	17	738	213	229
Q1GBI8	0.177	47	265	176	189
Q9VPQ6	0.02	24	1191	212	235
Q91X58	0.117	30	257	208	237
Q8WQM6	0.019	5	262	214	218
Q6PMU1	0.021	50	2339	214	218
A0A381MU64	0.045	10	220	210	219
Q9IMP5	0.092	65	709	183	224
G7KRM5	0.172	47	274	210	226
P06601	0.02	12	613	212	223
Q4MYJ2	0.02	11	543	214	224
Q49A26	0.022	12	553	214	225
K9LHJ4	0.063	45	710	184	207
O14763	0.066	29	440	208	236
P12356	0.07	16	227	212	227
P19438	0.051	23	455	213	235
Q9BTT0	0.09	24	268	214	237
Q8TEP8	0.011	29	2537	214	242
Q68DK7	0.16	98	614	214	264
Q54735	0.029	8	274	1	2
P78055	0.045	10	220	211	220
C8XPB6	0.014	48	3429	213	221
Q5V8Z9	0.098	71	726	196	242
A0A061BSU4	0.106	28	265	211	238
Q12000	0.194	67	345	214	246
Q9P2K3	0.071	35	495	215	228
D0VX26	0.133	32	241	210	241
P43528	0.137	36	263	215	250
Q9WYD1	0.037	8	218	209	216
H7C0V9	0.01	5	485	216	220
P03305	0.028	65	2332	194	201
Q9A120	0.036	8	221	214	221
A0A024B7W1	0.012	42	3423	216	250
Q9NRA8	0.055	54	985	216	238
A0A2L1GGB4	0.008	29	3429	216	244
A0A678Z1Y6	0.009	30	3216	216	245
Q32ZE1	0.022	76	3419	216	244
Q99967	0.181	49	270	216	264
P02829	0.034	24	709	2	10
A0A0A1VBK6	0.032	26	806	214	229
P11019	0.035	8	226	216	223
Q9UIG0	0.005	8	1483	217	224
Q15796	0.017	8	467	217	224
K4REZ6	0.117	30	257	216	224
P36543	0.168	38	226	2	28
Q6PCU2	0.071	16	226	68	72
Q03PY7	0.086	23	266	214	236
Q8ZRA7	0.023	24	1049	216	239
Q9NE83	0.096	24	249	217	240
G0SHD7	0.082	37	451	217	253
F2Z6C0	0.119	29	243	215	243
C4QZ05	0.178	92	517	217	282
P05889	0.031	12	389	218	229
Q8W4J8	0.082	22	267	218	239
A6Y878	0.02	46	2336	218	242
Q6P1J9	0.081	43	531	218	260
P02870	0.171	47	275	218	264
Q9HKI3	0.054	12	223	212	223
P03434	0.103	74	716	202	227
Q7Z7C8	0.452	140	310	31	36
O95931	0.167	42	251	50	61
Q9LYP4	0.132	40	303	145	156
Q64010	0.02	6	304	220	225
Q92826	0.081	23	284	217	230
P23760	0.021	10	479	220	229
A6NEQ2	0.038	16	426	220	235
P0A1K9	0.123	36	293	220	255
Q3U2S8	0.178	48	269	220	267
P48607	0.163	53	326	221	238
P39964	0.04	30	757	221	227
Q15116	0.069	20	288	221	229
Q96CF2	0.056	13	233	221	233
Q39VG5	0.076	19	251	221	233
Q6SQI6	0.073	56	765	221	243
W5NRY1	0.118	29	246	218	246
O00287	0.154	42	272	221	262
O14746	0.029	33	1132	222	224
P0DTC9	0.153	64	419	105	113
A0A0H3M323	0.035	8	229	222	229
P56761	0.076	27	353	220	241
Q05683	0.019	11	585	222	232
A0A4V8H008	0.055	13	236	222	234
Q8IKC8	0.139	40	287	27	40
C4R2R6	0.056	16	285	222	237
A0A059ZZ36	0.008	29	3434	222	250
P69560	0.088	31	353	222	247
P40065	0.116	35	302	222	256
Q8QY72	0.128	50	391	219	268
P03495	0.034	8	237	223	230
O01382	0.109	37	339	78	80
Q2FD94	0.02	21	1058	218	238
P49711	0.032	23	727	223	231
Q4V8E2	0.058	18	310	221	238
P52945	0.035	10	283	223	232
Q9Y1B2	0.066	17	257	223	239
B9A5B9	0.047	11	233	223	233
B9A5F5	0.047	11	233	223	233
Q9KFY3	0.051	12	236	223	234
Q8N4B1	0.052	13	249	223	235
A0A3Q8IVH0	0.102	26	254	223	248
A4IBS2	0.102	26	254	223	248
P36102	0.021	14	679	224	237
Q38SQ2	0.03	7	237	224	230
P29084	0.131	38	291	205	242
O74109	0.091	31	342	224	231
P13175	0.014	10	716	224	233
Q17TI0	0.014	10	716	224	233
Q8QLZ6	0.034	10	294	224	233
Q6C7L6	0.046	11	237	224	234
Q2RI40	0.073	23	315	220	242
Q9BSQ5	0.036	16	444	224	239
A0A4X1TB62	0.045	21	467	224	244
P07834	0.067	52	779	222	273
Q12369	0.149	141	946	224	296
Q9YP60	0.026	6	230	225	230
P27431	0.021	8	373	225	232
O88602	0.046	15	323	225	233
P54105	0.042	10	237	225	234
Q92890	0.036	11	307	225	235
A0A0B6VQW0	0.069	25	360	225	237
P19404	0.092	23	249	225	247
Q9DCT2	0.133	35	263	196	204
Q91VU0	0.079	18	227	203	214
Q9CA59	0.062	16	256	24	32
O25674	0.035	10	287	225	234
P29476	0.012	17	1429	226	237
Q8NBI3	0.052	18	349	226	243
G0SDW4	0.022	34	1522	223	251
Q96D96	0.15	41	273	226	266
P35680	0.02	11	557	227	237
R4WL38	0.024	8	339	227	234
A0A4V8H004	0.033	8	245	227	234
Q9YKL7	0.038	25	662	227	235
Q9Q2N8	0.014	9	652	227	235
P00970	0.023	11	487	227	237
Q24139	0.03	11	370	227	237
Q7TD07	0.019	45	2332	216	220
H6LGM7	0.076	20	262	226	245
A4HN55	0.087	22	254	227	248
Q9D6J6	0.105	26	248	223	248
Q969Q1	0.178	63	353	145	152
Q9NQR1	0.015	6	393	228	233
Q0P9C4	0.012	7	564	226	232
C8XJT7	0.055	20	365	225	244
Q58539	0.034	8	232	225	232
P39723	0.011	7	622	228	234
P53992	0.011	12	1094	228	239
Q6PN23	0.022	52	2336	227	239
O95630	0.033	14	424	228	241
P38975	0.075	19	252	227	245
O36432	0.058	42	726	228	249
W5PB27	0.124	33	266	201	207
Q9BYG3	0.137	40	293	228	267
Q4WE50	0.165	45	272	228	272
P50752	0.193	58	301	228	285
A0A4Y5TR23	0.21	73	348	2	22
P49303	0.015	34	2336	229	239
P03306	0.045	105	2332	227	239
Q12983	0.135	35	259	219	253
D0MK34	0.069	27	392	228	254
Q9KWU8	0.035	11	314	225	235
Q9Z9H6	0.022	7	315	228	234
P01210	0.037	10	267	230	234
Q3T133	0.026	6	235	230	235
O54828	0.036	24	675	217	223
P04049	0.04	26	648	230	237
P25942	0.108	30	277	230	238
P43358	0.032	10	317	230	239
P42768	0.127	64	502	230	276
P35247	0.093	35	375	223	257
P20334	0.023	6	256	231	236
Q91ZS8	0.013	9	711	231	239
D1H101	0.039	45	1150	216	240
Q6PMW3	0.059	138	2332	216	240
P12675	0.017	12	713	231	242
G1ST95	0.047	17	363	231	247
A0A125V3V6	0.115	30	260	231	260
Q8K245	0.056	39	698	231	269
P53853	0.106	28	264	6	17
Q5SHR6	0.07	22	315	224	238
Q60787	0.034	18	533	143	148
S5ZIY8	0.042	14	330	232	245
Q02308	0.03	32	1077	232	263
Q1AR05	0.057	41	716	214	254
D3YNB8	0.056	40	716	215	254
P87249	0.163	60	369	232	258
G5EAZ0	0.154	57	369	231	256
P38117	0.102	26	255	230	255
O28769	0.228	77	338	233	263
Q13415	0.008	7	861	233	239
Q9Q0U7	0.038	18	469	233	241
A4JKB1	0.114	29	254	224	252
Q05775	0.347	92	265	144	164
Q14331	0.101	26	258	233	258
P09001	0.046	16	348	233	243
P32505	0.027	14	525	234	240
O59180	0.03	8	266	234	241
D0VWR8	0.14	48	342	210	243
H6QM92	0.116	83	713	201	256
E2AXC7	0.095	24	253	227	250
A0A2K1J0L9	0.045	11	246	234	244
P06007	0.082	29	352	234	252
Q4X049	0.144	53	368	234	259
P61587	0.029	7	244	235	241
A0A1C7D1E3	0.06	15	249	235	249
P07964	0.056	14	248	235	248
P26497	0.124	35	282	235	248
Q3T0T1	0.099	27	273	232	258
P40306	0.099	27	273	234	260
E3SAZ9	0.062	15	242	223	237
A7ZSI4	0.021	7	329	232	238
P0A7Z6	0.027	9	329	231	239
Q6J8I9	0.023	6	263	236	241
Q5KY38	0.048	12	249	233	244
P11562	0.064	16	249	234	249
P27709	0.258	77	299	222	298
O35955	0.084	23	273	236	258
Q9X1I9	0.06	26	431	236	261
P32833	0.058	36	620	236	271
A0A0D6I0H1	0.049	12	243	231	242
P25604	0.288	111	385	237	242
Q21121	0.093	31	333	236	245
P17854	0.033	8	244	237	244
D2RIQ2	0.072	19	263	235	244
Q8R4L0	0.073	19	259	237	255
P0A1M8	0.061	21	342	237	257
Q9UUU0	0.093	26	281	237	262
Q8VEB2	0.078	30	386	237	266
P46109	0.119	36	303	237	266
Q9KM24	0.038	19	499	236	254
Q9QZQ5	0.02	7	351	236	242
D0CD00	0.026	7	274	238	244
O60828	0.098	26	265	238	263
B2B1E9	0.181	50	277	223	272
P53570	0.098	26	264	237	262
Q9FMV1	0.044	11	252	238	248
Q923G3	0.044	12	272	238	249
Q8I6T3	0.107	29	270	235	263
A0A1C7D1E5	0.102	27	265	238	264
Q9ERR1	0.11	38	345	238	275
P58816	0.102	27	265	238	264
Q13416	0.017	10	577	239	248
Q9BUN8	0.048	12	251	239	250
P11927	0.044	19	433	239	257
P40702	0.056	20	356	239	258
P70195	0.097	27	277	237	263
Q08932	0.165	63	381	239	265
A0R050	0.112	30	268	239	268
O22769	0.039	10	255	240	249
P03366	0.053	76	1447	240	249
P03274	0.044	11	250	240	250
Q49604	0.058	15	258	240	254
Q9X1L6	0.056	16	285	240	255
A0A2K3DA85	0.054	17	317	240	256
H2MCM1	0.06	21	351	240	260
P23615	0.017	25	1451	239	263
Q2TBP0	0.094	26	277	238	263
Q99436	0.108	30	277	236	265
Q8WXF1	0.124	65	523	239	303
D2JYW4	0.061	17	277	241	246
Q96288	0.028	7	248	241	247
G0SBJ6	0.062	56	898	241	274
P42287	0.02	6	295	242	247
P40202	0.088	22	249	224	245
Q13190	0.02	7	355	242	248
Q9HCE7	0.077	58	757	239	265
A0A1D5NWS1	0.018	6	329	243	248
A0A247D6X5	0.042	11	261	241	251
Q9AJ26	0.07	24	345	239	262
Q9JHW0	0.076	21	277	242	262
P18887	0.036	23	633	244	248
A0A0H3BZN5	0.032	8	251	242	249
P06959	0.021	13	630	243	249
P06005	0.042	15	353	244	251
O95197	0.012	12	1032	244	255
Q4W8A1	0.01	6	576	241	246
P66881	0.055	14	253	240	253
P14315	0.09	25	277	242	266
Q15059	0.012	9	726	245	253
Q15233	0.159	75	471	231	280
O67813	0.091	32	350	232	263
P69986	0.054	19	354	245	263
Q9I337	0.054	19	349	245	263
P38803	0.072	24	334	245	268
H1KXL6	0.027	7	260	246	252
G9MAP5	0.038	18	468	245	253
O31618	0.062	16	256	237	252
O08582	0.012	8	668	246	253
B9U359	0.08	21	262	239	259
P18573	0.049	15	307	246	260
P60355	0.139	37	266	207	214
Q5RKN9	0.108	31	286	246	276
Q2ACK9	0.182	45	247	203	247
P13021	0.026	7	272	246	252
G1TNM3	0.11	31	281	39	46
G8H8D9	0.126	40	318	229	260
A0A0E0TE00	0.099	27	273	143	155
P29083	0.166	73	439	247	268
Q96GA3	0.177	84	475	247	270
P28033	0.132	39	296	247	285
Q96BH1	0.02	9	459	247	255
Q63549	0.029	9	309	248	256
P41896	0.085	34	400	247	280
P46963	0.101	30	296	249	253
Q2HQJ7	0.023	6	258	249	254
P33241	0.035	12	339	249	260
Q96J02	0.072	65	903	249	269
Q9Y2U5	0.018	11	619	250	250
P06717	0.174	45	258	214	258
P9WKJ7	0.039	13	337	249	261
P0C6J7	0.05	13	262	250	262
P13022	0.085	24	281	249	272
I3LEJ9	0.098	27	276	250	276
Q8IU57	0.092	48	520	250	297
O46470	0.06	28	469	251	278
P09651	0.137	51	372	235	240
O57921	0.039	10	257	247	256
P40296	0.036	11	307	250	260
O08807	0.051	14	274	244	257
P32400	0.049	13	264	247	259
Q9H0M4	0.019	12	648	251	262
Q96NA2	0.045	18	401	251	268
P40727	0.05	19	383	251	269
A0A4V3YUQ9	0.074	20	269	250	269
O69762	0.036	10	276	243	250
Q5SW96	0.052	16	308	252	267
Q9HVW1	0.063	17	269	251	267
Q7L5N1	0.385	126	327	191	316
Q96PB8	0.027	7	259	253	259
Q6E0U4	0.021	10	476	253	262
E0SRA9	0.036	12	335	253	264
Q97ZJ5	0.049	13	265	253	265
P35330	0.058	16	277	253	268
P0DOJ9	0.014	6	421	254	259
P53550	0.058	56	970	254	264
P21698	0.045	12	265	254	265
Q9BUA3	0.079	30	381	254	283
Q14165	0.103	30	292	254	283
P01555	0.174	45	258	214	258
Q2YUF3	0.042	14	334	251	264
P81040	0.097	27	279	253	279
P40343	0.051	32	622	255	278
A0A6D2XQZ0	0.102	33	322	255	287
P0A8K1	0.106	34	322	255	288
H4UPQ0	0.048	13	269	255	267
V0AC37	0.052	14	269	254	267
P63386	0.063	17	269	252	268
P13127	0.119	34	286	248	281
Q96EK4	0.159	50	314	252	301
A7TR32	0.027	15	558	246	260
Q57179	0.033	11	338	255	265
G0S4X2	0.24	113	470	252	262
Q9Y5X3	0.022	9	404	257	265
P07174	0.047	20	425	255	274
O15162	0.031	10	318	257	266
Q9BSI4	0.033	15	451	257	271
O14964	0.035	27	777	257	274
A4HV47	0.099	28	283	256	283
P40316	0.177	66	373	257	298
O25096	0.023	6	260	254	259
Q64BR7	0.027	9	332	257	265
Q8AAZ2	0.045	12	267	256	267
A0A504X6A3	0.099	28	283	256	283
Q03782	0.087	43	492	253	295
O75792	0.07	21	299	255	259
O33753	0.015	8	523	259	266
P30657	0.06	16	266	251	266
Q03290	0.193	62	321	259	320
P10600	0.027	11	412	259	269
Q13HC1	0.076	21	277	249	269
Q6XBH1	0.062	17	274	258	274
P45379	0.262	78	298	209	286
G9IA38	0.209	68	326	259	326
A0A086HZU3	0.07	19	272	253	271
Q91LS8	0.046	13	281	260	272
Q68674	0.061	17	278	257	273
P70343	0.161	60	373	101	111
Q14549	0.019	7	363	261	267
Q62605	0.028	9	322	261	269
Q10109	0.023	16	688	261	276
D1JBK3	0.108	30	279	250	279
P08617	0.038	85	2227	258	294
P43489	0.018	5	277	262	266
Q9NZ09	0.02	10	502	262	271
P03372	0.069	41	595	262	271
P0CY49	0.068	19	280	262	280
Q10587	0.099	30	303	262	291
Q8K3X6	0.064	27	423	263	275
Q9UQB8	0.096	53	552	263	291
Q9YLP0	0.111	34	305	263	296
Q13639	0.013	5	388	264	268
P36136	0.037	10	271	262	271
F5HCH8	0.058	16	278	258	273
O54512	0.047	17	365	264	274
Q13651	0.024	14	578	264	277
P04268	0.366	104	284	1	81
Q15691	0.265	71	268	191	257
E8QGV2	0.022	6	274	265	270
Q6SW59	0.036	20	561	265	275
P52907	0.042	12	286	265	276
Q3T1K5	0.042	12	286	265	276
P08138	0.087	37	427	258	277
P29847	0.029	8	273	266	273
Q9LL85	0.058	16	274	247	254
Q5F5Q1	0.016	7	425	266	272
Q8SCZ8	0.096	28	293	266	293
O13828	0.019	14	741	255	268
Q86YI8	0.027	8	300	267	274
Q5E997	0.031	9	286	267	275
Q13426	0.226	76	336	138	201
P11006	0.076	23	303	267	289
P23511	0.135	47	347	267	285
Q12933	0.126	63	501	267	329
P36145	0.095	31	328	253	283
Q6PJG6	0.007	6	821	268	273
A0A287A9I8	0.029	8	274	266	273
A0A5J4Z323	0.044	14	316	268	274
O00213	0.045	32	710	253	284
P0DJ89	0.131	44	337	268	311
Q06602	0.028	8	283	269	274
B5MDL5	0.032	9	277	269	277
P10912	0.036	23	638	266	288
O15144	0.063	19	300	266	284
A0A9U0	0.091	27	296	269	295
G5CUH3	0.098	29	297	269	297
Q91D09	0.098	29	297	269	297
P20645	0.029	8	277	270	277
Q9NRC8	0.025	10	400	270	279
F5HGK9	0.061	37	605	270	280
I7FPH1	0.085	25	294	270	294
P0DSE2	0.11	34	310	270	303
Q3IY11	0.032	9	285	270	278
P38313	0.278	90	324	207	223
Q28E03	0.043	20	464	271	290
A5K9S0	0.046	26	569	271	296
Q9C086	0.093	33	356	271	303
Q9USP0	0.067	23	341	270	278
P50091	0.059	17	288	272	288
G0SF48	0.185	67	363	272	338
M7WGH7	0.051	17	336	272	277
Q9QZS3	0.023	15	653	273	278
Q02760	0.046	13	285	266	278
Q9NRQ2	0.024	8	329	273	280
Q8RGE1	0.035	10	282	273	282
P0AAJ3	0.058	17	294	273	289
Q99598	0.031	9	290	266	274
A0A0H2ZY59	0.03	9	301	274	282
Q04TM5	0.046	13	282	270	282
P06224	0.027	10	371	274	283
Q5XVG3	0.049	14	287	274	287
G5EBG0	0.055	16	291	274	289
B3GWA1	0.073	41	562	272	307
Q56237	0.057	16	280	265	280
C3SVH2	0.042	12	286	269	280
P0C0S1	0.052	15	286	104	110
K7ZLW6	0.006	8	1418	275	282
Q3MHR7	0.057	17	300	268	284
Q5T653	0.043	13	305	274	286
Q13291	0.036	12	335	275	286
Q2GA85	0.065	20	310	274	293
P64423	0.101	33	327	272	304
Q01147	0.153	50	327	274	323
P22626	0.161	57	353	275	331
Q24168	0.018	11	618	276	286
P08050	0.06	23	382	276	289
P15702	0.038	15	395	276	290
Q16630	0.044	24	551	276	290
A0A1S3W199	0.105	32	306	275	306
P05412	0.178	59	331	256	314
Q13148	0.287	119	414	248	253
P23226	0.041	49	1185	276	324
P19235	0.118	60	508	276	335
F5LA73	0.049	14	286	273	286
P12908	0.066	21	319	277	297
A4FTK7	0.094	26	278	253	278
Q9M9Y4	0.019	8	421	278	285
Q38CM0	0.03	9	305	278	286
P17676	0.168	58	345	276	333
P38786	0.078	23	293	271	293
Q7LFL8	0.053	17	322	278	294
Q07473	0.031	9	290	279	287
F1RME2	0.068	26	381	279	304
P09222	0.021	6	286	280	285
P12759	0.058	30	516	280	309
A0A0B6VJB4	0.119	103	869	280	310
Q8NFZ5	0.152	65	429	275	339
P13922	0.031	19	608	281	299
Q4WEQ6	0.031	10	319	279	288
Q4VCS5	0.013	14	1084	280	293
P07143	0.11	34	309	276	309
Q13905	0.01	11	1077	282	287
A1B8N9	0.031	9	290	282	290
Q6NUF4	0.022	16	716	283	288
Q9H3P7	0.019	10	528	283	292
Q6C338	0.034	10	293	283	292
A0L8G5	0.058	17	292	276	292
Q9NVH0	0.032	20	621	275	294
P35201	0.04	22	549	284	305
P82925	0.075	29	386	284	312
Q5D6Y4	0.032	9	285	277	285
Q981G2	0.021	6	285	280	285
Q6Q1R8	0.016	6	377	284	289
Q8IUF8	0.017	8	465	282	289
A0A0F6AJI7	0.043	15	346	262	268
P05554	0.159	57	358	284	340
Q9XII1	0.075	23	307	285	307
C1DI30	0.017	5	290	284	288
A0A045J1S8	0.019	6	317	286	291
P9WFG3	0.021	6	292	286	291
A6H8Y1	0.003	8	2624	286	293
Q9CWY8	0.053	16	301	286	301
P08392	0.02	26	1298	287	312
Q9SK53	0.027	8	294	287	294
P29375	0.024	40	1690	287	295
P24385	0.031	9	295	287	295
O13658	0.054	40	738	279	302
Q03330	0.048	21	439	278	298
Q9WVE8	0.021	10	486	288	297
O13154	0.038	17	448	288	304
P53044	0.05	18	361	288	305
P06876	0.044	28	636	287	314
Q6NZY4	0.116	82	707	285	324
Q00539	0.065	34	523	289	297
Q56310	0.019	13	671	289	301
O62479	0.059	29	492	288	316
P43403	0.015	9	619	289	297
H6QM94	0.018	9	497	289	297
P22473	0.024	12	506	289	300
P03094	0.04	14	351	289	302
A6TH30	0.052	16	305	287	302
P23577	0.088	28	317	289	316
Q9JM80	0.078	33	424	289	321
B9Q0K5	0.014	10	709	289	298
Q9Y624	0.033	10	299	290	299
Q14839	0.006	12	1912	290	301
Q5TBB1	0.038	12	312	290	301
Q96Y68	0.082	25	305	280	304
Q8JV21	0.02	46	2253	290	322
B5Z7B9	0.048	14	292	279	292
Q8CIX8	0.048	27	563	291	292
P01103	0.006	4	641	291	294
Q9JI59	0.027	8	298	291	298
O14241	0.05	16	317	288	303
Q9H1D9	0.123	39	316	278	316
Q9NQG5	0.126	41	326	3	14
P03536	0.14	44	315	89	96
O75787	0.143	50	350	291	340
Q96CA5	0.03	9	298	290	298
Q9BY11	0.054	24	444	285	308
G7ITU5	0.07	21	301	281	301
P16013	0.091	29	320	292	320
Q9P0M2	0.086	30	348	292	321
P38881	0.093	30	321	292	321
P52591	0.023	27	1199	293	319
P11125	0.142	47	332	90	97
P81134	0.131	46	351	293	338
P06729	0.057	20	351	294	304
P19880	0.031	20	650	294	313
P08413	0.039	21	542	294	314
Q63450	0.072	27	374	294	320
P10191	0.01	3	296	294	296
Q14679	0.008	10	1199	295	304
P53298	0.227	92	406	245	271
Q84771	0.039	28	720	296	304
P14921	0.018	8	441	297	304
F8VBM8	0.092	38	412	297	301
Q7RVQ8	0.011	7	621	297	303
Q5EAX5	0.038	23	599	297	304
Q9Z2D6	0.023	11	484	297	307
Q9H900	0.036	21	591	297	309
G9I562	0.013	4	301	298	301
P00735	0.168	105	625	297	308
A2RUC4	0.07	22	315	290	311
P12490	0.036	15	421	298	312
Q26366	0.079	36	453	298	315
Q09822	0.024	22	927	279	300
P9WQI9	0.02	13	639	296	308
Q9VDI1	0.03	15	494	289	303
Q9KWH9	0.011	6	552	299	304
Q10256	0.105	35	332	298	332
A0A3G2BZ29	0.022	27	1217	294	320
O25836	0.117	39	334	284	322
P00125	0.098	32	325	294	325
P08574	0.095	31	325	295	325
Q6AXS4	0.129	45	350	299	343
Q99JB8	0.042	18	424	286	303
Q3KSU1	0.019	9	479	300	308
E0YFW1	0.021	9	434	300	308
P54132	0.044	63	1417	300	309
Q8TEB9	0.048	15	315	300	314
A7LAI8	0.064	21	330	299	305
P02833	0.056	21	378	300	320
P59701	0.114	38	332	283	320
P34217	0.015	10	668	301	310
P32910	0.098	31	317	286	316
P20871	0.025	21	848	301	321
P79734	0.08	30	373	301	330
P0C2W0	0.135	57	422	301	357
Q05636	0.033	10	305	295	304
L0I969	0.025	8	319	302	309
Q9WUP7	0.058	19	329	301	319
G1K2L5	0.115	43	374	302	344
P41695	0.048	49	1021	302	350
P34164	0.058	24	415	303	315
Q7WUF4	0.019	6	319	303	308
P52708	0.1	51	510	303	309
Q9NSC5	0.183	66	361	296	361
A0R201	0.029	9	307	296	304
P62207	0.015	5	327	304	308
Q54HG2	0.09	40	444	248	260
P18056	0.032	12	376	304	315
Q9FKW0	0.046	24	522	304	315
Q9IGK7	0.075	26	346	304	329
A8IKR9	0.13	45	346	302	346
Q9Z214	0.172	63	366	302	364
P38339	0.035	23	666	300	305
K2NMS4	0.065	20	307	288	307
Q12415	0.016	7	435	305	311
P09077	0.031	13	417	301	313
Q495M9	0.065	30	461	305	320
P18848	0.105	37	351	305	341
Q08204	0.118	129	1093	305	363
Q9D8B7	0.016	5	310	306	310
Q9MC14	0.05	16	321	297	300
P11133	0.024	13	550	306	318
P04664	0.04	13	328	306	318
Q9UDY2	0.015	18	1190	306	323
P05877	0.037	32	856	306	324
G5EBD7	0.072	24	332	304	327
Q9W2R4	0.035	30	859	306	335
Q24367	0.045	39	859	306	344
P07385	0.24	82	341	1	46
P35974	0.11	56	507	306	361
Q42588	0.025	8	314	307	314
Q06481	0.068	52	763	307	320
Q9FMZ0	0.047	16	337	307	322
Q9Q714	0.02	17	859	307	323
Q8WXE9	0.038	34	905	307	340
Q9LDI3	0.038	17	446	308	324
Q96A83	0.041	18	441	308	325
Q83623	0.13	66	507	308	373
P52655	0.301	113	376	9	51
P19551	0.012	10	853	309	318
P11798	0.015	7	478	309	315
P0CAP2	0.022	8	368	309	316
P05878	0.011	9	856	309	317
Q9NPZ5	0.059	19	323	305	323
Q90VI2	0.018	16	868	309	324
